,TSLA,X4958.TW,X2330.TW,X1536.TW,X3501.TW,X603305.SS,X300750.SZ,X600885.SS,DAN,TEL
2019/6/18,44.68531259,89.55288345,215.6179783,89.03142138,45.19626473,24.24075103,70.49014034,21.58890067,16.08464106,87.97511188
2019/6/19,44.46876578,88.25665988,216.1896432,89.30250571,45.40064841,23.88687522,70.08567531,22.19175365,16.57147851,89.88897455
2019/6/20,44.82558335,91.87209204,223.9334001,90.46107934,45.91696475,24.20496964,68.68337204,22.87010862,16.56640464,90.5208852
2019/6/21,43.55538585,92.84851026,225.4420731,91.73314931,46.30373596,24.60429541,68.91023062,23.675265,17.20651856,93.14885076
2019/6/24,44.19359972,88.77035699,226.8215045,91.67768215,46.19325701,24.83802965,68.10886431,23.13473291,17.37355794,92.17108516
2019/6/25,44.58199325,89.99099681,227.2723806,92.11839206,46.08611193,24.35061727,67.90736225,23.48243753,17.37344799,92.08028953
2019/6/26,44.03581056,90.4515308,226.8841418,90.07277827,45.78301293,24.04499452,67.65003827,23.62246041,17.3072898,91.86670681
2019/6/27,43.74788839,89.48165689,222.9784284,90.48461674,45.86366739,24.11677182,68.9267219,24.19010927,17.94597267,92.49182648
2019/6/28,44.46482818,92.97542998,228.5971238,92.89853549,46.11948471,23.94685454,68.86326597,24.28029984,18.93011455,92.4340817
2019/7/1,44.70546742,92.08531718,227.9310065,96.60282565,46.34674754,23.82258172,68.23361713,24.24925923,19.5037243,93.17271924
2019/7/2,45.30493334,97.3160381,234.7133762,101.7706486,46.54194867,24.14825256,69.34026508,24.98372672,19.08683085,94.49094756
2019/7/3,44.79554972,96.57145292,236.8525914,101.2078569,46.43399922,24.95293074,70.0708759,24.30720443,18.94715657,93.26500111
2019/7/4,46.76127503,93.99485383,232.8977225,106.2069229,46.4953603,26.06395449,70.75167981,24.52995962,18.94570577,93.1444752
2019/7/5,47.03416282,97.07328992,234.0069985,106.5143183,46.89524194,26.11799662,70.25121459,23.81237554,19.09533059,93.09327739
2019/7/8,46.70370441,96.77868633,232.1403163,105.9585324,47.05063794,25.80169884,70.28024837,24.34421282,18.82331971,92.71398025
2019/7/9,46.31201698,97.87469712,229.1958387,107.9238277,46.99295355,24.83195781,67.22961029,24.16277962,18.38833361,91.47464871
2019/7/10,46.26512335,95.30062302,230.9654423,106.5672778,46.78294949,25.19073323,69.95058188,24.17850488,17.96117532,91.23939616
2019/7/11,48.05333922,97.12479489,235.6888318,110.9370369,46.68610519,24.62575981,71.69845132,24.46433299,18.31872537,90.97334967
2019/7/12,47.74020642,100.7107624,237.907987,109.8301808,46.91491612,24.43432646,71.38591793,24.08933182,17.55650631,89.6913798
2019/7/15,49.20021138,100.5271393,237.6405646,111.6432436,46.74029373,24.18571242,73.19659992,24.23125241,18.11491702,91.30722258
2019/7/16,50.89392878,101.5221694,242.330241,112.3398821,46.74943251,24.31598862,73.03577243,24.75007249,18.13111685,90.56922693
2019/7/17,50.78609672,106.3291545,250.7760319,113.942355,47.08695718,25.10299195,72.85701503,24.57922389,18.18245342,87.33460962
2019/7/18,51.40521305,111.7467177,241.1418676,111.5295541,47.32214705,25.04882431,72.95661922,23.94793732,18.07265568,85.33453486
2019/7/19,51.18853159,109.0534756,244.8275105,110.496553,47.22149232,24.9692143,71.4860726,23.52092675,18.05351049,85.9967073
2019/7/22,52.5634597,109.5725237,247.9091108,109.4227831,47.18925213,25.56075147,72.18800634,23.59277095,18.24375652,86.11469784
2019/7/23,51.98600661,115.6431137,252.1412797,112.9416895,47.32229467,24.64745827,73.03617086,23.24975612,18.0421149,86.56282204
2019/7/24,52.90246418,115.3390295,253.7582549,109.7009015,47.33857848,24.77596111,75.8463091,24.26469944,19.19170337,87.66806971
2019/7/25,53.42094467,112.8016059,253.8546765,110.4947116,47.54309885,24.69302348,75.92000217,24.05687245,19.5552002,88.16208285
2019/7/26,46.26178071,114.7567201,254.6256686,111.5857088,47.8771296,24.43795415,76.04244237,24.16083875,19.03192718,88.27120907
2019/7/29,46.11358892,112.1009947,251.8516808,112.0117967,47.69966124,24.19392622,76.91018153,23.85646789,19.1643384,90.10442908
2019/7/30,47.97537496,109.8095575,245.3335351,109.0502445,48.20053577,23.84526767,76.9473056,23.90502312,18.97967487,90.39633124
2019/7/31,48.62917115,110.7945564,252.7782546,107.7427471,48.15059987,24.70193004,78.01534311,24.20552304,18.93461508,89.57770934
2019/8/1,48.50492056,112.5015551,250.3303255,108.7623669,48.24988739,25.11314491,76.25720575,24.8314784,16.48098914,89.00200662
2019/8/2,47.09180464,108.4285011,248.4338184,107.3594777,48.09766914,25.81626562,76.19385869,25.13148292,15.36973649,87.63480202
2019/8/5,47.30480699,99.13557675,242.803352,109.5901902,47.66344339,25.28119275,75.83058024,25.53303195,14.9154194,87.25919305
2019/8/6,46.09449247,99.06339448,238.2524825,106.7912988,47.00780279,23.83315761,73.54961856,25.3181432,14.23733696,84.78996253
2019/8/7,46.22932062,100.0496523,236.693041,109.5800688,46.70306015,22.35609445,72.53633267,25.48901729,13.85114705,85.2089895
2019/8/8,46.87165402,98.07229163,237.1451525,108.0633571,47.13839428,22.08146048,73.74663496,25.23203631,13.59038207,85.61588076
2019/8/9,47.86862088,101.2894606,242.552177,109.5888319,47.2499236,22.30983614,73.5169487,25.83406329,13.72448106,86.91255617
2019/8/12,47.0448688,101.7971508,241.8692261,108.5984521,47.22576904,22.42232564,72.01575101,25.04079035,13.20039583,86.16416245
2019/8/13,46.01938737,101.871059,239.8187479,106.7510424,47.14768335,23.56809035,73.5886895,24.76333391,12.87752636,84.47015271
2019/8/14,47.24431556,105.1762604,235.63277,106.8868496,46.92506604,23.73527318,73.71659976,24.74689978,12.9093847,86.26841622
2019/8/15,44.11365403,114.4367311,236.6335506,103.6837847,47.32913049,23.12967381,73.31790404,24.58243428,12.29191533,84.23892724
2019/8/16,43.25701626,113.276349,236.8496788,103.5604227,47.03269051,23.21774978,74.32245943,24.42697637,11.89163606,83.80082779
